longitude	latitude	id	name
4,881536441	52,17873918	VR002	Prinses Irenelaan 42
4,16053509	51,75739209	VR001	Prinses Irenelaan 43
4,906773842	52,12941347	VR002	Prinses Irenelaan 44
5,142167985	52,02855247	VR001	Prinses Irenelaan 45
4,114852676	51,83463588	VR002	Prinses Irenelaan 46
5,076645073	51,89870038	VR001	Prinses Irenelaan 47
4,638398776	51,84525363	VR002	Prinses Irenelaan 48
4,082300758	51,84570777	VR001	Prinses Irenelaan 49
5,576865542	52,03391902	VR002	Prinses Irenelaan 50
5,105152954	52,10514218	VR001	Prinses Irenelaan 51
5,422831144	52,17541399	VR002	Prinses Irenelaan 52
4,930184257	51,84134881	VR001	Prinses Irenelaan 53
4,701544977	51,80184055	VR002	Prinses Irenelaan 54
5,38161842	52,15522613	VR001	Prinses Irenelaan 55
5,372780076	52,00580543	VR002	Prinses Irenelaan 56
4,399348839	51,90447575	VR001	Prinses Irenelaan 57
5,39666035	52,18729918	VR002	Prinses Irenelaan 58
3,895296451	51,79627818	VR001	Prinses Irenelaan 59
4,398202867	52,04861078	VR002	Prinses Irenelaan 60
5,299401923	52,21641354	VR001	Prinses Irenelaan 61
4,475813204	51,91263276	VR002	Prinses Irenelaan 62
5,144903805	52,038479	VR001	Prinses Irenelaan 63
5,403258462	52,17381244	VR002	Prinses Irenelaan 64
4,901282118	52,19423979	VR001	Prinses Irenelaan 65
4,545383752	51,77107029	VR002	Prinses Irenelaan 66
5,404365996	52,17266597	VR001	Prinses Irenelaan 67
5,313115504	51,97363218	VR002	Prinses Irenelaan 68
4,575060624	51,92305905	VR001	Prinses Irenelaan 69
5,421331807	52,14349925	VR002	Prinses Irenelaan 70
5,301898713	51,99685367	VR001	Prinses Irenelaan 71
5,045874727	52,13257493	VR002	Prinses Irenelaan 72
4,601392827	51,87048003	VR001	Prinses Irenelaan 73
4,367065	52,08997192	VR002	Prinses Irenelaan 74
4,934826732	51,84676566	VR001	Prinses Irenelaan 75
5,218053095	52,08965053	VR002	Prinses Irenelaan 76
5,327588463	52,27204309	VR001	Prinses Irenelaan 77
4,647361462	51,84018743	VR002	Prinses Irenelaan 78
4,871133592	52,20320379	VR001	Prinses Irenelaan 79
4,947455605	51,84339766	VR002	Prinses Irenelaan 80
5,391889631	52,15746427	VR001	Prinses Irenelaan 81
4,650596785	51,84547121	VR002	Prinses Irenelaan 82
5,36374394	52,22937695	VR001	Prinses Irenelaan 83
4,62821722	52,0146034	VR002	Prinses Irenelaan 84
5,264184182	52,05449792	VR001	Prinses Irenelaan 85
5,359795766	52,17012751	VR002	Prinses Irenelaan 86
5,388703043	52,25247669	VR001	Prinses Irenelaan 87
5,358290591	52,24592138	VR002	Prinses Irenelaan 88
5,228691989	52,21822957	VR001	Prinses Irenelaan 89
4,359395132	51,98509342	VR002	Prinses Irenelaan 90
5,179222337	52,01948095	VR001	Prinses Irenelaan 91
4,542496268	51,86040247	VR002	Prinses Irenelaan 92
5,30052917	52,03951005	VR001	Prinses Irenelaan 93
4,977665727	52,00672548	VR002	Prinses Irenelaan 94
4,864206951	51,94862458	VR001	Prinses Irenelaan 95
5,381603809	52,01478699	VR002	Prinses Irenelaan 96
5,026942763	52,12735662	VR001	Prinses Irenelaan 97
5,362416966	52,16577244	VR002	Prinses Irenelaan 98
5,282696695	52,15751866	VR001	Prinses Irenelaan 99
5,415375828	52,17587478	VR002	Prinses Irenelaan 100
5,380820709	52,16478709	VR001	Prinses Irenelaan 101
4,847229673	52,08648009	VR002	Prinses Irenelaan 102
4,617407134	52,35506797	VR001	Prinses Irenelaan 103
5,368289024	52,16534032	VR002	Prinses Irenelaan 104
5,121441975	52,05217901	VR001	Prinses Irenelaan 105
4,882744144	52,20961075	VR002	Prinses Irenelaan 106
4,29333787	51,85437623	VR001	Prinses Irenelaan 107
4,140542377	51,70436685	VR002	Prinses Irenelaan 108
5,143543632	52,20243393	VR001	Prinses Irenelaan 109
5,153935698	52,01829378	VR002	Prinses Irenelaan 110
4,723830258	51,98007117	VR001	Prinses Irenelaan 111
4,484813018	51,81234994	VR002	Prinses Irenelaan 112
3,965468369	51,95790072	VR001	Prinses Irenelaan 113
5,151129727	52,020504	VR002	Prinses Irenelaan 114
4,625647868	52,34582684	VR001	Prinses Irenelaan 115
5,325242226	52,01084797	VR002	Prinses Irenelaan 116
4,784434888	51,87013461	VR001	Prinses Irenelaan 117
5,099382911	51,89867567	VR002	Prinses Irenelaan 118
4,456518925	51,88679211	VR001	Prinses Irenelaan 119
5,207564042	52,08987949	VR002	Prinses Irenelaan 120
4,847720335	52,08262452	VR001	Prinses Irenelaan 121
4,446235761	51,90498938	VR002	Prinses Irenelaan 122
4,871105844	52,21749104	VR001	Prinses Irenelaan 123
5,34797817	52,16593029	VR002	Prinses Irenelaan 124
5,099566687	51,99320348	VR001	Prinses Irenelaan 125
5,194728359	52,1271175	VR002	Prinses Irenelaan 126
5,556214813	52,02438446	VR001	Prinses Irenelaan 127
4,400980968	51,91846368	VR002	Prinses Irenelaan 128
5,29825987	52,19334614	VR001	Prinses Irenelaan 129
5,301416684	52,21845677	VR002	Prinses Irenelaan 130
4,904041139	51,86718494	VR001	Prinses Irenelaan 131
4,651618425	51,85058124	VR002	Prinses Irenelaan 132
5,423450076	52,11222196	VR001	Prinses Irenelaan 133
4,961821842	51,84195973	VR002	Prinses Irenelaan 134
4,695107656	51,87997261	VR001	Prinses Irenelaan 135
5,155568293	51,93991793	VR002	Prinses Irenelaan 136
5,393643033	52,07771454	VR001	Prinses Irenelaan 137
5,331252403	52,04217675	VR002	Prinses Irenelaan 138
5,180172897	52,03059994	VR001	Prinses Irenelaan 139
4,465479719	51,96590185	VR002	Prinses Irenelaan 140
4,448530656	51,89558793	VR001	Prinses Irenelaan 141
5,218955599	52,18382778	VR002	Prinses Irenelaan 142
5,375103012	52,15323779	VR001	Prinses Irenelaan 143
4,881085575	52,21118313	VR002	Prinses Irenelaan 144
5,008121132	52,2250142	VR001	Prinses Irenelaan 145
5,105741859	52,05402216	VR002	Prinses Irenelaan 146
5,171193102	52,10168272	VR001	Prinses Irenelaan 147
4,60881203	52,33427696	VR002	Prinses Irenelaan 148
5,385222799	52,15524683	VR001	Prinses Irenelaan 149
4,979809751	52,09970595	VR002	Prinses Irenelaan 150
4,99508966	52,16017448	VR001	Prinses Irenelaan 151
4,435000493	51,72658708	VR002	Prinses Irenelaan 152
5,423577716	52,11245057	VR001	Prinses Irenelaan 153
4,37686086	52,04315622	VR002	Prinses Irenelaan 154
5,051691526	52,07130422	VR001	Prinses Irenelaan 155
5,361757456	52,22939279	VR002	Prinses Irenelaan 156
4,346599914	51,9833855	VR001	Prinses Irenelaan 157
5,08205063	52,05408567	VR002	Prinses Irenelaan 158
5,026469182	52,01654062	VR001	Prinses Irenelaan 159
4,428524578	51,90580912	VR002	Prinses Irenelaan 160
5,258715316	52,06962629	VR001	Prinses Irenelaan 161
4,655676901	51,81098786	VR002	Prinses Irenelaan 162
4,50800188	52,06834692	VR001	Prinses Irenelaan 163
5,386589469	52,16350538	VR002	Prinses Irenelaan 164
4,254789816	51,68939474	VR001	Prinses Irenelaan 165
4,54171651	51,91390771	VR002	Prinses Irenelaan 166
4,477997901	51,9213086	VR001	Prinses Irenelaan 167
5,377184082	52,15373423	VR002	Prinses Irenelaan 168
4,459619809	51,9227226	VR001	Prinses Irenelaan 169
4,436494234	51,73813685	VR002	Prinses Irenelaan 170
4,873764332	52,20972988	VR001	Prinses Irenelaan 171
5,351799166	52,15159547	VR002	Prinses Irenelaan 172
4,522554937	51,74289453	VR001	Prinses Irenelaan 173
5,277375639	52,21437958	VR002	Prinses Irenelaan 174
5,556303077	52,01067495	VR001	Prinses Irenelaan 175
4,640139884	51,89744637	VR002	Prinses Irenelaan 176
4,883237133	52,07535285	VR001	Prinses Irenelaan 177
5,255057578	52,06593705	VR002	Prinses Irenelaan 178
4,293454002	51,86871853	VR001	Prinses Irenelaan 179
4,939289199	52,04008929	VR002	Prinses Irenelaan 180
5,574799093	52,00856705	VR001	Prinses Irenelaan 181
5,296827977	52,214255	VR002	Prinses Irenelaan 182
5,539601711	52,03892569	VR001	Prinses Irenelaan 183
4,463899957	51,87928795	VR002	Prinses Irenelaan 184
4,649669273	51,84167638	VR001	Prinses Irenelaan 185
4,903835522	52,08434236	VR002	Prinses Irenelaan 186
5,341308557	52,04154992	VR001	Prinses Irenelaan 187
5,547085135	52,03857511	VR002	Prinses Irenelaan 188
5,098848024	52,12197922	VR001	Prinses Irenelaan 189
5,368267431	52,16531868	VR002	Prinses Irenelaan 190
4,618252514	52,34753969	VR001	Prinses Irenelaan 191
5,570076604	52,00577469	VR002	Prinses Irenelaan 192
4,557770879	51,8548028	VR001	Prinses Irenelaan 193
5,255665088	51,9815676	VR002	Prinses Irenelaan 194
5,418669946	52,18142379	VR001	Prinses Irenelaan 195
4,150023424	51,97361156	VR002	Prinses Irenelaan 196
4,869135645	52,08322693	VR001	Prinses Irenelaan 197
4,628663835	52,34488363	VR002	Prinses Irenelaan 198
5,22278352	52,09112494	VR001	Prinses Irenelaan 199
4,393841085	51,83453169	VR002	Prinses Irenelaan 200
5,356308803	52,17237631	VR001	Prinses Irenelaan 201
5,035919121	52,11863903	VR002	Prinses Irenelaan 202
5,046042637	52,12676237	VR001	Prinses Irenelaan 203
5,099409891	51,89756423	VR002	Prinses Irenelaan 204
4,881861723	52,20480733	VR001	Prinses Irenelaan 205
5,541190833	52,04017219	VR002	Prinses Irenelaan 206
5,381565008	52,15515737	VR001	Prinses Irenelaan 207
5,141395732	52,0349852	VR002	Prinses Irenelaan 208
5,283151626	52,11991796	VR001	Prinses Irenelaan 209
5,368654478	52,13290191	VR002	Prinses Irenelaan 210
5,105542519	52,03208328	VR001	Prinses Irenelaan 211
4,494799927	52,07134211	VR002	Prinses Irenelaan 212
4,862928743	51,86522848	VR001	Prinses Irenelaan 213
5,539748447	52,03115231	VR002	Prinses Irenelaan 214
5,399590961	52,00818616	VR001	Prinses Irenelaan 215
4,664655455	51,78924938	VR002	Prinses Irenelaan 216
5,352789085	52,13827066	VR001	Prinses Irenelaan 217
4,210645093	51,90077186	VR002	Prinses Irenelaan 218
5,041279634	52,02588164	VR001	Prinses Irenelaan 219
5,262330532	52,08872624	VR002	Prinses Irenelaan 220
4,438451797	52,01117618	VR001	Prinses Irenelaan 221
5,559085581	52,01224287	VR002	Prinses Irenelaan 222
5,05716121	52,01084372	VR001	Prinses Irenelaan 223
5,134448897	52,20139896	VR002	Prinses Irenelaan 224
5,142062016	52,02657003	VR001	Prinses Irenelaan 225
4,473841445	51,99161475	VR002	Prinses Irenelaan 226
5,266391963	52,10362454	VR001	Prinses Irenelaan 227
4,909826758	52,08355471	VR002	Prinses Irenelaan 228
4,546141431	51,88772997	VR001	Prinses Irenelaan 229
4,283794898	51,90492423	VR002	Prinses Irenelaan 230
4,223472068	51,8667247	VR001	Prinses Irenelaan 231
5,384135514	52,15633849	VR002	Prinses Irenelaan 232
4,289752382	51,86166784	VR001	Prinses Irenelaan 233
4,638013882	51,83630552	VR002	Prinses Irenelaan 234
5,238023444	52,2390482	VR001	Prinses Irenelaan 235
5,224235157	52,09291321	VR002	Prinses Irenelaan 236
5,562894099	52,00733611	VR001	Prinses Irenelaan 237
5,430774743	52,18028431	VR002	Prinses Irenelaan 238
4,882904115	52,21189695	VR001	Prinses Irenelaan 239
4,6245233	52,36074439	VR002	Prinses Irenelaan 240
4,579979182	51,95103155	VR001	Prinses Irenelaan 241
4,374654522	51,89139094	VR002	Prinses Irenelaan 242
4,110027784	51,92001336	VR001	Prinses Irenelaan 243
5,331061602	52,20269314	VR002	Prinses Irenelaan 244
4,651877119	51,80606956	VR001	Prinses Irenelaan 245
5,372759654	52,15222195	VR002	Prinses Irenelaan 246
4,459445391	51,89752003	VR001	Prinses Irenelaan 247
5,050520436	52,07258779	VR002	Prinses Irenelaan 248
4,546974774	51,94869986	VR001	Prinses Irenelaan 249
4,347479411	51,89971264	VR002	Prinses Irenelaan 250
5,046535755	52,11031627	VR001	Prinses Irenelaan 251
4,806508242	51,93095132	VR002	Prinses Irenelaan 252
5,144176103	52,04329227	VR001	Prinses Irenelaan 253
5,236675868	52,0868022	VR002	Prinses Irenelaan 254
4,520483078	52,06531877	VR001	Prinses Irenelaan 255
5,420983202	52,08269065	VR002	Prinses Irenelaan 256
4,78848065	51,89189592	VR001	Prinses Irenelaan 257
4,997139914	52,0480809	VR002	Prinses Irenelaan 258
4,280408679	51,8874694	VR001	Prinses Irenelaan 259
4,811619926	51,86106604	VR002	Prinses Irenelaan 260
5,016503099	52,25885882	VR001	Prinses Irenelaan 261
4,139532436	51,97976567	VR002	Prinses Irenelaan 262
5,29051955	52,11691953	VR001	Prinses Irenelaan 263
4,553121495	51,83355245	VR002	Prinses Irenelaan 264
5,19612462	52,12135107	VR001	Prinses Irenelaan 265
4,605039725	52,33934217	VR002	Prinses Irenelaan 266
4,553210605	51,95267899	VR001	Prinses Irenelaan 267
5,342861362	52,15788245	VR002	Prinses Irenelaan 268
4,424355179	51,92321313	VR001	Prinses Irenelaan 269
5,13482826	52,04913383	VR002	Prinses Irenelaan 270
5,057519718	52,07816431	VR001	Prinses Irenelaan 271
4,609189	52,32990399	VR002	Prinses Irenelaan 272
4,893908045	51,8530099	VR001	Prinses Irenelaan 273
5,036490283	52,01748066	VR002	Prinses Irenelaan 274
5,393540292	52,15762003	VR001	Prinses Irenelaan 275
5,183690973	52,00691654	VR002	Prinses Irenelaan 276
4,579178437	51,95966371	VR001	Prinses Irenelaan 277
4,750565838	52,08381848	VR002	Prinses Irenelaan 278
5,145444325	52,02637392	VR001	Prinses Irenelaan 279
4,885583608	52,20755867	VR002	Prinses Irenelaan 280
5,382484723	52,0426072	VR001	Prinses Irenelaan 281
5,040943439	52,02652884	VR002	Prinses Irenelaan 282
4,514788987	52,06102873	VR001	Prinses Irenelaan 283
4,373105032	52,08668733	VR002	Prinses Irenelaan 284
5,009032398	52,0933697	VR001	Prinses Irenelaan 285
4,929824129	51,96045559	VR002	Prinses Irenelaan 286
5,362573181	52,230862	VR001	Prinses Irenelaan 287
5,024769605	52,1431552	VR002	Prinses Irenelaan 288
4,317046587	52,03665171	VR001	Prinses Irenelaan 289
4,638877294	51,88827616	VR002	Prinses Irenelaan 290
5,04130951	52,02586196	VR001	Prinses Irenelaan 291
4,896854447	52,07629214	VR002	Prinses Irenelaan 292
4,798171229	51,83314244	VR001	Prinses Irenelaan 293
5,554058674	52,02196107	VR002	Prinses Irenelaan 294
5,015490996	52,25400309	VR001	Prinses Irenelaan 295
4,997526883	52,17307921	VR002	Prinses Irenelaan 296
4,535122025	51,90415504	VR001	Prinses Irenelaan 297
5,259866958	52,07895017	VR002	Prinses Irenelaan 298
4,42819396	51,92666088	VR001	Prinses Irenelaan 299
5,237473819	52,0749061	VR002	Prinses Irenelaan 300
5,221277858	52,0916861	VR001	Prinses Irenelaan 301
5,168658386	52,10072051	VR002	Prinses Irenelaan 302
4,243732686	51,70652389	VR001	Prinses Irenelaan 303
5,005842236	52,08497739	VR002	Prinses Irenelaan 304
4,64776367	51,83467385	VR001	Prinses Irenelaan 305
4,592845753	52,33176527	VR002	Prinses Irenelaan 306
5,462018617	52,16208889	VR001	Prinses Irenelaan 307
5,546176419	52,02182313	VR002	Prinses Irenelaan 308
4,668188884	51,81207349	VR001	Prinses Irenelaan 309
5,054987642	52,06618191	VR002	Prinses Irenelaan 310
4,323684509	51,7781911	VR001	Prinses Irenelaan 311
4,908508828	52,07964426	VR002	Prinses Irenelaan 312
5,055912371	52,01419092	VR001	Prinses Irenelaan 313
5,193921034	52,06901602	VR002	Prinses Irenelaan 314
4,72628844	51,79927995	VR001	Prinses Irenelaan 315
4,556349394	51,92310208	VR002	Prinses Irenelaan 316
4,279430781	52,09057701	VR001	Prinses Irenelaan 317
4,970012766	52,14153204	VR002	Prinses Irenelaan 318
4,884790937	52,0790494	VR001	Prinses Irenelaan 319
5,556792275	52,01597059	VR002	Prinses Irenelaan 320
5,445762653	52,08639439	VR001	Prinses Irenelaan 321
5,147281536	52,02183692	VR002	Prinses Irenelaan 322
5,390664719	52,22593976	VR001	Prinses Irenelaan 323
4,864138715	51,94280042	VR002	Prinses Irenelaan 324
4,540674249	51,94829795	VR001	Prinses Irenelaan 325
4,870132879	52,09154131	VR002	Prinses Irenelaan 326
4,648025353	51,79212557	VR001	Prinses Irenelaan 327
5,114354528	52,03417791	VR002	Prinses Irenelaan 328
4,628485127	51,96789544	VR001	Prinses Irenelaan 329
5,113186496	51,98136031	VR002	Prinses Irenelaan 330
5,3738025	52,15337795	VR001	Prinses Irenelaan 331
5,073118946	52,05240155	VR002	Prinses Irenelaan 332
5,281094731	52,25756522	VR001	Prinses Irenelaan 333
5,254834229	52,21877269	VR002	Prinses Irenelaan 334
5,368629211	52,2283697	VR001	Prinses Irenelaan 335
4,871358838	52,21194036	VR002	Prinses Irenelaan 336
5,161592739	52,04134016	VR001	Prinses Irenelaan 337
5,200112052	52,16021287	VR002	Prinses Irenelaan 338
4,593313112	51,9341362	VR001	Prinses Irenelaan 339
5,412682427	52,17689984	VR002	Prinses Irenelaan 340
5,098885104	52,03154462	VR001	Prinses Irenelaan 341
5,088534674	52,00702768	VR002	Prinses Irenelaan 342
5,215648272	52,09688764	VR001	Prinses Irenelaan 343
4,46707975	51,89731862	VR002	Prinses Irenelaan 344
4,557134333	51,73997076	VR001	Prinses Irenelaan 345
5,265234036	52,00969294	VR002	Prinses Irenelaan 346
4,846558656	51,82480652	VR001	Prinses Irenelaan 347
5,20330546	52,15779123	VR002	Prinses Irenelaan 348
5,557635025	52,01292321	VR001	Prinses Irenelaan 349
5,339476237	52,03259168	VR002	Prinses Irenelaan 350
5,379055065	52,15876489	VR001	Prinses Irenelaan 351
4,033018594	51,79136833	VR002	Prinses Irenelaan 352
4,886541453	52,08701555	VR001	Prinses Irenelaan 353
4,463592274	51,86611481	VR002	Prinses Irenelaan 354
4,860604128	52,08510685	VR001	Prinses Irenelaan 355
4,3450752	51,84223858	VR002	Prinses Irenelaan 356
4,995065154	52,16139294	VR001	Prinses Irenelaan 357
4,322681873	51,87534398	VR002	Prinses Irenelaan 358
4,61667974	51,86241717	VR001	Prinses Irenelaan 359
5,257270724	52,06337163	VR002	Prinses Irenelaan 360
5,421514298	52,14587194	VR001	Prinses Irenelaan 361
5,073776859	52,13809908	VR002	Prinses Irenelaan 362
4,461459884	51,98178553	VR001	Prinses Irenelaan 363
5,390664626	52,1989046	VR002	Prinses Irenelaan 364
5,408333123	52,17296022	VR001	Prinses Irenelaan 365
4,237953573	51,88651281	VR002	Prinses Irenelaan 366
4,459522001	51,82768273	VR001	Prinses Irenelaan 367
5,398489407	52,18596642	VR002	Prinses Irenelaan 368
5,088878599	51,97531801	VR001	Prinses Irenelaan 369
3,949950785	51,81746306	VR002	Prinses Irenelaan 370
4,337064903	51,99307824	VR001	Prinses Irenelaan 371
4,478069338	51,82073061	VR002	Prinses Irenelaan 372
4,685128784	51,89918706	VR001	Prinses Irenelaan 373
5,219316688	52,09393247	VR002	Prinses Irenelaan 374
4,487607809	52,00475837	VR001	Prinses Irenelaan 375
5,566173335	51,96224345	VR002	Prinses Irenelaan 376
5,29417011	52,06319013	VR001	Prinses Irenelaan 377
5,048411879	52,07601592	VR002	Prinses Irenelaan 378
4,251054842	51,82166049	VR001	Prinses Irenelaan 379
4,999303393	52,14385817	VR002	Prinses Irenelaan 380
5,231233961	52,08363671	VR001	Prinses Irenelaan 381
4,894557229	52,0831401	VR002	Prinses Irenelaan 382
5,291349079	52,2111089	VR001	Prinses Irenelaan 383
4,554226877	51,86519488	VR002	Prinses Irenelaan 384
4,678405487	51,8556663	VR001	Prinses Irenelaan 385
5,10330438	52,02600581	VR002	Prinses Irenelaan 386
5,085120777	51,98277956	VR001	Prinses Irenelaan 387
5,560468564	52,04708305	VR002	Prinses Irenelaan 388
5,577716854	52,00336287	VR001	Prinses Irenelaan 389
5,064807136	52,02695218	VR002	Prinses Irenelaan 390
4,952796106	52,04574806	VR001	Prinses Irenelaan 391
5,413649945	52,17296811	VR002	Prinses Irenelaan 392
4,426281434	51,85341864	VR001	Prinses Irenelaan 393
4,507733962	51,90258119	VR002	Prinses Irenelaan 394
4,455758358	51,86812228	VR001	Prinses Irenelaan 395
5,394895671	52,15052739	VR002	Prinses Irenelaan 396
4,676868175	51,80903993	VR001	Prinses Irenelaan 397
5,226239395	52,10254627	VR002	Prinses Irenelaan 398
4,369013774	51,90810866	VR001	Prinses Irenelaan 399
4,704783506	52,03086275	VR002	Prinses Irenelaan 400
5,057452507	52,01298673	VR001	Prinses Irenelaan 401
4,892810065	52,04162964	VR002	Prinses Irenelaan 402
4,02133079	51,9521275	VR001	Prinses Irenelaan 403
5,306644244	52,12615619	VR002	Prinses Irenelaan 404
5,393675704	52,16902049	VR001	Prinses Irenelaan 405
4,742012817	52,08341454	VR002	Prinses Irenelaan 406
4,67543463	51,77621534	VR001	Prinses Irenelaan 407
5,348017914	52,1659189	VR002	Prinses Irenelaan 408
4,967750979	51,86403593	VR001	Prinses Irenelaan 409
5,571974382	52,00352499	VR002	Prinses Irenelaan 410
5,094759023	52,03802088	VR001	Prinses Irenelaan 411
4,403555782	51,92150959	VR002	Prinses Irenelaan 412
5,104142328	51,98598059	VR001	Prinses Irenelaan 413
5,146025609	52,04369276	VR002	Prinses Irenelaan 414
5,097329293	51,98685836	VR001	Prinses Irenelaan 415
4,357671037	52,08340351	VR002	Prinses Irenelaan 416
4,50595513	51,9019847	VR001	Prinses Irenelaan 417
5,052453189	52,0203756	VR002	Prinses Irenelaan 418
4,351907273	52,06089953	VR001	Prinses Irenelaan 419
4,665135721	51,7994591	VR002	Prinses Irenelaan 420
5,206014966	52,13271309	VR001	Prinses Irenelaan 421
4,974559353	52,27033063	VR002	Prinses Irenelaan 422
5,020880968	52,17956813	VR001	Prinses Irenelaan 423
4,913577553	52,06139959	VR002	Prinses Irenelaan 424
4,369151867	51,74893781	VR001	Prinses Irenelaan 425
5,344625483	52,03336142	VR002	Prinses Irenelaan 426
4,316499972	51,83912524	VR001	Prinses Irenelaan 427
5,406997562	52,17437971	VR002	Prinses Irenelaan 428
4,99445425	52,16398491	VR001	Prinses Irenelaan 429
4,850141162	51,94591627	VR002	Prinses Irenelaan 430
5,219228464	52,13150192	VR001	Prinses Irenelaan 431
5,289108509	52,1075139	VR002	Prinses Irenelaan 432
5,034335788	51,95811191	VR001	Prinses Irenelaan 433
5,361482844	52,0288714	VR002	Prinses Irenelaan 434
4,995277612	52,16114777	VR001	Prinses Irenelaan 435
5,395680714	52,19486961	VR002	Prinses Irenelaan 436
4,26713226	51,86721328	VR001	Prinses Irenelaan 437
5,079202004	52,04138903	VR002	Prinses Irenelaan 438
5,262333536	52,22233859	VR001	Prinses Irenelaan 439
5,154834699	52,03995327	VR002	Prinses Irenelaan 440
4,929590956	52,04582341	VR001	Prinses Irenelaan 441
4,534873019	51,984534	VR002	Prinses Irenelaan 442
4,951486777	52,09271228	VR001	Prinses Irenelaan 443
4,372628973	52,07570106	VR002	Prinses Irenelaan 444
5,03700997	52,10334716	VR001	Prinses Irenelaan 445
5,08231103	52,05606379	VR002	Prinses Irenelaan 446
5,282813904	52,17582354	VR001	Prinses Irenelaan 447
5,388936259	52,19515913	VR002	Prinses Irenelaan 448
5,111773157	52,05817303	VR001	Prinses Irenelaan 449
4,564198664	51,81032059	VR002	Prinses Irenelaan 450
4,514597538	51,85310632	VR001	Prinses Irenelaan 451
5,030038579	52,13472148	VR002	Prinses Irenelaan 452
4,365997833	51,98541105	VR001	Prinses Irenelaan 453
5,147729707	51,9526738	VR002	Prinses Irenelaan 454
4,883369941	52,20648714	VR001	Prinses Irenelaan 455
5,42306142	52,14588239	VR002	Prinses Irenelaan 456
4,731856598	51,82694711	VR001	Prinses Irenelaan 457
4,670659776	51,78376192	VR002	Prinses Irenelaan 458
5,272130271	52,18174792	VR001	Prinses Irenelaan 459
4,171503604	51,75689524	VR002	Prinses Irenelaan 460
4,625351174	51,80919662	VR001	Prinses Irenelaan 461
4,448190345	51,91926029	VR002	Prinses Irenelaan 462
5,419152358	52,143758	VR001	Prinses Irenelaan 463
5,422714238	52,1733588	VR002	Prinses Irenelaan 464
5,286689561	52,21877149	VR001	Prinses Irenelaan 465
4,472751626	51,92237395	VR002	Prinses Irenelaan 466
5,422670494	52,17388704	VR001	Prinses Irenelaan 467
5,398717546	52,13843286	VR002	Prinses Irenelaan 468
4,48685387	52,05297838	VR001	Prinses Irenelaan 469
5,278028186	52,17632698	VR002	Prinses Irenelaan 470
4,646235545	51,81291443	VR001	Prinses Irenelaan 471
5,277425444	52,12265996	VR002	Prinses Irenelaan 472
5,260454156	52,04657221	VR001	Prinses Irenelaan 473
5,383796723	52,25231097	VR002	Prinses Irenelaan 474
4,587321209	51,9244115	VR001	Prinses Irenelaan 475
5,305249331	52,12494215	VR002	Prinses Irenelaan 476
5,49629788	52,02865944	VR001	Prinses Irenelaan 477
4,483820076	51,92166331	VR002	Prinses Irenelaan 478
4,896059074	52,06023955	VR001	Prinses Irenelaan 479
4,784434888	51,87013461	VR002	Prinses Irenelaan 480
4,220191626	51,90592044	VR001	Prinses Irenelaan 481
4,538461314	51,91286268	VR002	Prinses Irenelaan 482
